Track Name,Genre,Tempo,Duration,Mood,Energy Level,Rating,User Action
Aussie Girl,Rock,162.1,3.6,Mixed,1.8,3.8,Skipped
Beta Boy,Electronic,126.0,7.2,Happiness,5.2,3.0,Liked
Lover's Spit (Redux),Rock,123.9,7.5,Happiness,4.0,3.2,Liked
My Ride,RnB,141.0,3.7,Mixed,6.2,3.7,Skipped
Rock'n Roll,Electronic,134.9,6.2,Happiness,0.0,3.7,Liked
Fotzepolitic,Rock,66.8,3.6,Energetic,5.3,2.9,Skipped
Informal Gluttony,RnB,94.9,6.8,Happiness,0.0,3.8,Liked
De-Luxe,Rock,108.5,3.5,Mixed,8.4,3.1,Skipped
Killing The Flies,RnB,129.9,7.2,Mixed,8.2,4.0,Liked
Dance on the Vulcano,Rock,135.3,3.5,Energetic,7.0,3.2,Skipped
Toca Me,Electronic,135.0,4.7,Energetic,1.9,3.5,Skipped
Heretics,Jazz,131.6,3.6,Energetic,1.6,3.6,Skipped
Broadway (So Many People),Rock,87.6,7.2,Mixed,4.5,3.6,Liked
Crazy Dreams,Country,103.0,3.6,Energetic,4.3,4.1,Skipped
Electric Mainline,Rock,130.9,7.0,Happiness,0.9,3.7,Liked
Cool For Cats,Rock,144.3,3.7,Happiness,1.4,3.3,Skipped
Meine Schuhe Sind Eiskalt,Electronic,123.0,7.9,Happiness,5.1,2.8,Liked
The Tempter,RnB,89.6,6.6,Mixed,9.1,3.9,Liked
Microcastle,Rock,127.4,3.7,Happiness,4.0,3.6,Skipped
Rainbow Eyes,Rock,59.6,7.4,Mixed,1.5,2.3,Liked
Nearer,Electronic,170.2,6.6,Energetic,4.8,3.5,Liked
Southside Of Heaven,Country,111.0,6.3,Energetic,5.0,3.4,Liked
No Place To Fall,Country,121.6,4.2,Sad,2.9,2.9,Skipped
Emitiendo,Jazz,130.0,3.7,Happiness,2.5,4.2,Skipped
This Side of Brightness,Rock,185.8,3.5,Sad,9.4,4.0,Skipped
"No Endz, No Skinz",Rap,100.3,3.5,Happiness,7.7,3.8,Skipped
Millionen Legionen,Rap,89.7,6.2,Mixed,2.9,3.3,Liked
Bonitas,Jazz,140.0,5.9,Energetic,4.7,3.6,Liked
Soul For Sahib,Jazz,137.8,6.3,Energetic,6.9,3.8,Skipped
Iambic 9 Poetry,Electronic,103.2,6.9,Mixed,5.5,3.1,Liked
Muse Breaks RMX,Electronic,146.0,7.2,Mixed,6.5,3.8,Liked
Swing Your Heartache,Rock,134.2,6.3,Happiness,5.0,3.4,Liked
Behind A Wall Of Silence,RnB,172.0,3.7,Energetic,4.7,4.3,Skipped
Love's in Need of Love Today,Rock,98.7,7.1,Mixed,3.5,3.0,Liked
Girl From Barcelona,Pop,118.3,6.0,Happiness,0.5,1.5,Liked
Stand By You,Pop,188.0,7.8,Mixed,1.3,4.0,Skipped
Canvey Island,Rock,122.5,3.7,Sad,7.9,3.9,Skipped
My Spine,Electronic,127.0,6.7,Happiness,1.7,3.6,Liked
Saruman's Wish,Rock,85.4,6.1,Energetic,8.0,3.5,Liked
Regen und Meer,Pop,93.1,6.7,Sad,5.5,3.9,Skipped
Homing,Electronic,125.0,7.6,Energetic,5.8,3.2,Liked
Leave Me In Hell,RnB,108.0,3.6,,7.7,3.3,Skipped
Been Away Too Long,Rock,76.5,4.2,Mixed,4.6,4.2,Skipped
One More Word,Rock,91.0,7.3,Mixed,3.4,4.1,Skipped
Breathe Underwater,Rock,155.2,3.7,Happiness,8.9,4.0,Skipped
"Skin Is, My",Rock,158.0,3.6,Mixed,6.7,3.7,Skipped
I Am a Revenant,Punk,154.3,7.4,Energetic,4.8,4.1,Skipped
Killian's Red,Rock,154.5,6.2,Mixed,7.7,3.9,Liked
Quiero Ser Poeta,Jazz,92.0,3.6,Mixed,7.1,3.9,Skipped
Horsepower,Electronic,117.0,3.7,Happiness,4.0,4.1,Skipped
Dickhead,Pop,84.9,3.7,Mixed,5.1,3.7,Skipped
The Finish Line,Rock,112.5,3.5,Happiness,2.3,3.2,Skipped
Melody,Pop,82.0,5.8,Mixed,4.6,3.5,Liked
Harold of the Rocks,Rock,120.1,6.3,Mixed,1.0,4.1,Liked
Harem In Tuscany (Taranta),Punk,131.6,3.6,Happiness,3.6,4.1,Skipped
Black Smoker,Electronic,127.0,4.6,Sad,7.3,3.4,Liked
Overand,Electronic,120.0,7.6,Mixed,1.1,1.4,Liked
Shame Shame,Jazz,185.0,3.6,Sad,0.2,4.3,Skipped
These Colours Don't Run,RnB,103.7,6.9,Sad,1.0,3.9,Liked
Picturing the Past,RnB,124.0,3.6,Happiness,0.7,4.3,Skipped
Airport Song,Folk,123.1,5.7,Happiness,1.5,3.4,Skipped
Tegernakô,Rock,139.6,6.7,Happiness,2.7,4.1,Liked
Please Remember,Reggae,115.0,6.4,Happiness,5.8,3.2,Liked
Bruise Pristine,Rock,176.9,3.6,Happiness,9.0,3.8,Skipped
Buffalo Ballet,Rock,124.0,3.5,Happiness,1.8,2.5,Skipped
Nude Night,Electronic,135.0,6.3,Mixed,5.4,3.5,Liked
Double Feature,Rock,114.0,5.9,Mixed,5.7,3.3,Liked
Isle Of The Cheetah,Rock,114.5,6.6,Mixed,9.0,3.6,Liked
The Rose,Country,130.0,3.6,Happiness,2.5,3.6,Skipped
Sweet Sorrow,Electronic,135.0,6.3,Happiness,1.8,3.4,Liked
Hey Bartender,Blues,68.3,6.8,Happiness,3.7,4.1,Skipped
Mir,Electronic,133.0,4.3,Energetic,3.7,2.8,Liked
The Top,Rock,129.0,6.8,Mixed,3.5,2.6,Liked
Dreamer,Electronic,147.8,4.2,Mixed,4.2,3.0,Skipped
Quasar Waves,RnB,93.0,3.6,Mixed,4.3,4.0,Skipped
This Calling,RnB,108.0,3.7,Happiness,4.5,4.3,Skipped
Electric Church Red House,Blues,74.7,6.2,Energetic,7.2,3.3,Liked
James and the Cold Gun,Rock,133.3,3.6,Mixed,4.8,3.0,Skipped
Check the Rhime,Rap,96.4,5.2,Mixed,3.3,2.8,Skipped
Ex-Girlfriend,Rock,173.1,3.5,Sad,1.0,4.1,Skipped
Waters of Nazareth,Electronic,132.0,5.8,Energetic,3.9,4.3,Liked
Is This Thing On?,Rock,91.2,3.6,Energetic,4.8,3.9,Skipped
Ratio Shmatio,Electronic,145.0,6.5,Mixed,8.2,3.9,Liked
Omen (Noisia Remix),Electronic,135.0,6.3,Happiness,2.2,4.1,Liked
In Limbo,Electronic,89.8,3.5,Happiness,6.3,3.4,Skipped
Bovey Pay,Electronic,176.0,6.3,Happiness,9.8,4.2,Liked
Billy Liar,Rock,137.4,6.7,Happiness,6.4,3.7,Liked
Elephant And Castle,Rock,94.0,3.5,Sad,8.2,4.0,Skipped
Surprise Stefani,Electronic,150.0,7.8,Energetic,8.6,4.0,Liked
Dounia,Rock,88.9,6.3,Sad,4.3,3.2,Liked
Night Over Manaus,Electronic,142.9,5.8,Mixed,1.0,4.0,Liked
Doppelganger,Jazz,85.4,5.2,Happiness,2.1,2.6,Liked
Formidable,Jazz,144.2,3.6,Sad,6.4,3.5,Skipped
The Precipice,Rock,115.0,6.7,Happiness,4.7,3.4,Liked
I Don't Want To Fall In Love,Rock,159.0,3.6,Energetic,1.0,3.9,Skipped
The Nail,RnB,152.5,7.4,Mixed,9.9,4.1,Liked
The Real Dream of Sails,Electronic,138.6,7.2,Mixed,3.6,2.9,Liked
Reality Dream,Rock,92.3,6.3,Mixed,7.9,3.7,Liked
G.Lobal O.Verhaul D.Evice,RnB,109.9,5.8,Happiness,7.2,3.8,Liked
Nothing Natural,Rock,106.2,7.3,Mixed,0.5,3.6,Liked
Too Long / Steam Machine,Electronic,125.6,7.0,Mixed,2.9,3.4,Liked
Thomas,Electronic,167.9,3.5,Happiness,5.8,3.6,Skipped
Himmelskind,RnB,164.0,3.6,Happiness,4.3,4.2,Skipped
Crimson Tail,RnB,119.9,6.2,Energetic,7.0,3.9,Liked
For Once In Your Life,Rock,169.6,3.6,Happiness,6.3,3.9,Skipped
Dancing Mood,Reggae,82.1,7.7,Mixed,5.8,3.5,Skipped
Bumper Ball Dub (Karmacoma),Electronic,140.9,6.0,Happiness,1.7,3.5,Liked
Bound For The Floor,Rock,119.2,5.0,Energetic,5.0,3.7,Skipped
Happy When It Rains,Rock,125.4,3.6,Mixed,8.7,3.9,Skipped
Electricityscape,Rock,140.0,3.6,Mixed,8.8,4.1,Skipped
"As the World Dies, the Eyes of God Grow Bigger",Rock,138.3,6.9,Happiness,1.9,3.8,Liked
Mammagamma,Rock,103.6,7.2,Happiness,4.5,3.1,Skipped
Misty Morning,Country,125.2,3.6,Mixed,5.3,3.4,Skipped
Descending,Rock,93.7,3.6,Happiness,4.7,4.2,Skipped
More Than Real,Electronic,120.0,6.7,Mixed,7.8,3.6,Liked
I Never Wanted To,Rock,135.0,3.5,Happiness,3.9,4.1,Skipped
Sly Detector,Electronic,130.0,4.8,Happiness,7.1,3.4,Liked
Kink,Electronic,126.0,6.8,Happiness,4.4,2.7,Liked
Total Trash,Rock,145.2,4.4,Happiness,3.7,4.0,Liked
Worship The Sun,Electronic,154.0,6.0,Energetic,4.5,3.5,Liked
Yesterday's Colours,Electronic,173.0,5.8,Mixed,9.3,3.7,Liked
Simple Story,Rock,131.8,3.6,Mixed,6.2,3.3,Skipped
Auf Wiedersehen,Rock,143.0,3.7,Mixed,4.0,3.7,Skipped
Kiss,Jazz,111.4,3.6,Energetic,3.3,3.5,Skipped
A Future Uncertain,RnB,165.1,6.1,Mixed,9.2,3.9,Liked
Ghost in the Graveyard,Rock,150.7,6.0,Mixed,4.5,3.3,Liked
Third Stone From The Sun,Rock,114.8,6.7,Mixed,4.1,3.9,Liked
Mexican Radio,Rock,178.6,3.5,Sad,3.9,3.7,Skipped
Hold Me So Tight,Electronic,127.0,6.1,Happiness,6.0,3.5,Liked
Sexy Love,Jazz,94.0,3.7,Happiness,5.4,3.9,Skipped
Kopfschuss,Electronic,121.8,3.6,Happiness,1.5,3.6,Skipped
54 Cymru Beats,Electronic,168.0,5.1,Happiness,1.8,3.9,Liked
Moonshine Delirium,RnB,80.0,7.2,Energetic,6.7,3.5,Liked
My Dreaming Hill,Rock,128.1,6.2,Energetic,7.0,3.6,Liked
Serged,Electronic,112.6,4.9,Mixed,3.4,3.6,Skipped
First Gear,Rock,124.8,6.3,Happiness,1.6,3.8,Liked
My Need,RnB,85.5,3.7,Mixed,9.8,4.2,Skipped
Talking To The Walls,Rock,151.3,3.7,Mixed,3.4,3.4,Skipped
Simurgh,Rock,106.9,7.2,Mixed,4.2,3.4,Liked
Stick to My Side (Four Tet version),Electronic,124.0,6.8,Energetic,8.1,3.6,Liked
Freiheit,Rap,68.6,3.6,Mixed,4.5,4.0,Skipped
Nude With Boots,Rock,114.3,3.6,Happiness,2.3,3.7,Skipped
Who Cares Wins,RnB,107.9,7.6,Sad,1.2,2.8,Liked
Dearest Helpless,Rock,100.3,3.6,Mixed,7.3,3.7,Skipped
Let Me Break,Rock,126.1,3.6,Mixed,3.1,3.9,Skipped
Turn My Back On You,RnB,99.4,6.1,Mixed,2.7,2.7,Liked
We Are The People (Burns Remix),Electronic,123.0,6.9,Sad,6.4,3.5,Liked
Heartsink,Rock,142.1,6.6,Mixed,0.4,4.1,Skipped
The Way to Heaven,Rock,110.6,5.8,Energetic,3.1,3.4,Liked
The Rescue Blues,Rock,135.2,3.6,Happiness,4.4,3.5,Skipped
Spanish Air,Rock,182.9,6.1,Sad,3.9,3.0,Liked
Kaputt,Rap,110.0,6.3,Sad,7.2,3.6,Liked
Removables,Rock,111.0,6.3,Happiness,6.0,3.5,Skipped
Suicide Nation,RnB,114.4,3.6,Energetic,4.4,3.7,Skipped
Creepy Crawler (KMFDM Remix),Electronic,130.0,3.6,Mixed,3.5,4.2,Skipped
Dark Side Of My Room,Electronic,128.0,7.6,Happiness,4.2,3.1,Liked
Beneath Fleeting Visions,Electronic,140.0,6.1,Energetic,6.3,3.4,Liked
Take My Place,Reggae,107.2,3.5,Happiness,7.7,3.7,Skipped
Vaggvisa,Folk,125.0,3.6,Happiness,3.0,2.9,Skipped
Atzepeng,Electronic,128.0,6.7,Happiness,4.1,3.4,Liked
Over My Shoulder,Rock,186.8,3.6,Mixed,2.9,3.8,Skipped
My Hallelujah Song,Country,126.9,3.5,Energetic,6.8,4.2,Skipped
Vacuum Garden,Electronic,139.8,6.0,Mixed,0.5,1.1,Liked
The Earth Isn't Humming,Rock,144.2,5.8,Mixed,1.7,3.5,Liked
Manifest/Outro,Rap,94.6,7.0,Mixed,4.4,3.0,Liked
Noir désir,Electronic,126.1,5.9,Happiness,5.8,3.7,Liked
Space Shanty,Electronic,135.0,7.2,Energetic,8.8,3.6,Liked
Dream Big,RnB,106.9,4.1,Mixed,4.8,4.0,Skipped
Estaba en Llamas Cuando Me Acosté,Rock,105.4,7.1,Mixed,6.3,3.4,Liked
U Can't Touch This,Electronic,133.4,5.2,Mixed,7.6,3.9,Skipped
Title Track,Rock,162.6,3.5,Sad,5.4,3.4,Skipped
Champion Nibble,Electronic,107.0,3.6,Mixed,7.9,3.7,Skipped
Brooklyn Zoo,Rap,92.2,3.6,Mixed,2.7,3.9,Skipped
I Need You Tonight,Blues,96.9,6.3,Happiness,6.0,3.6,Liked
Walter Reed,Rock,142.5,3.7,Mixed,5.4,3.8,Skipped
Ghetto,Rock,132.9,3.6,Sad,4.7,3.8,Skipped
Stepping Stone,Electronic,98.0,3.5,Happiness,4.6,3.6,Skipped
ASA,Rock,126.0,7.3,Mixed,7.0,3.5,Liked
Into the Crypts of Rays,RnB,169.6,3.7,Mixed,2.7,3.7,Skipped
The Cedar Room,Rock,159.5,6.4,Energetic,2.5,3.7,Liked
Messy Machinery,Electronic,126.0,7.4,Energetic,5.7,3.5,Liked
Just an Illusion,Rock,105.1,6.5,Mixed,5.6,3.5,Liked
Full Moon Madness,RnB,111.2,6.8,Sad,7.7,3.6,Liked
Pete Standing Alone,Electronic,110.4,4.8,Happiness,5.6,3.0,Liked
So Seductive,Rap,96.3,3.5,Energetic,4.7,3.9,Skipped
"I, Voyager",Electronic,78.1,7.2,Energetic,3.2,4.0,Liked
Ribcage,RnB,130.1,6.5,Energetic,4.2,3.4,Liked
Loucura,Rock,116.5,3.5,Mixed,2.1,3.4,Skipped
I Don't Wanna Be,Jazz,128.0,3.6,Mixed,3.8,4.3,Skipped
Chapter II: The Final Victory,RnB,157.0,3.6,Mixed,7.4,3.9,Skipped
Mye,Rock,84.2,3.6,Happiness,3.8,4.0,Skipped
Space Dementia,Rock,171.0,6.3,Mixed,7.2,3.8,Liked
A New Age,RnB,118.0,3.6,Happiness,8.8,4.1,Skipped
Rocket Hanabi,Electronic,76.0,6.3,Happiness,3.9,3.8,Liked
Third Stream,Electronic,122.9,6.1,Happiness,7.4,3.2,Liked
The Raven,Rock,123.1,7.2,Energetic,6.4,3.8,Liked
One Minute to Midnight,Electronic,122.0,3.7,Energetic,6.5,3.7,Skipped
Shower Your Love,Rock,93.2,3.7,Energetic,7.4,3.7,Skipped
Used To,Rock,170.0,3.5,Sad,8.3,4.2,Skipped
Assistant to the Regional Manager,RnB,145.0,3.6,Happiness,9.7,4.2,Skipped
Songs for the Damned,RnB,199.6,5.3,Sad,4.8,4.1,Skipped
Admit It!!!,Rock,97.9,6.2,Mixed,9.8,4.2,Liked
Molly (Sixteen Candles),Rock,101.8,3.6,Happiness,4.4,3.9,Skipped
Crickets,Electronic,99.9,3.5,Mixed,2.8,3.1,Skipped
(Man) Tha Journey,Electronic,95.0,6.3,Happiness,9.5,3.8,Liked
One Night In Rio,Electronic,115.2,6.3,Happiness,9.3,3.8,Liked
Kiwi Maddog 20/20,Rock,152.9,3.7,Mixed,4.9,3.5,Skipped
Tristessa,Rock,103.1,6.7,Mixed,8.3,3.7,Skipped
Ya Rayah,Rock,101.0,6.2,Sad,8.5,3.6,Liked
Oh My Fucking God,RnB,109.3,3.6,Energetic,2.5,3.9,Skipped
Breakin' My Heart (Pretty Brown Eyes),RnB,137.2,5.9,Energetic,5.2,3.4,Liked
Top Of The World,Rock,79.1,3.5,Energetic,0.6,3.8,Skipped
Foolish Love,Blues,104.1,5.8,Mixed,3.5,3.4,Liked
Analog Wormz Sequel,Electronic,80.0,3.7,Happiness,6.4,3.2,Skipped
I Belong To You,RnB,120.0,3.5,Mixed,3.7,3.7,Skipped
Magma,Rock,66.8,6.7,Happiness,4.7,3.9,Liked
Bring It All Back,Pop,108.1,3.5,Sad,0.8,4.0,Skipped
Hold Tight London,Electronic,133.0,6.0,Mixed,2.2,3.8,Liked
Plug In Baby,Rock,136.0,3.7,Happiness,4.4,3.9,Skipped
(Drawing) Rings Around The World,Rock,127.8,3.5,Mixed,0.1,4.0,Skipped
Flickan och kråkan,Folk,136.0,3.5,Energetic,6.8,3.8,Skipped
(Da Le) Yaleo,Rock,126.8,5.9,Sad,9.6,4.0,Liked
Lineage,RnB,96.5,5.9,Happiness,4.7,3.6,Liked
In Progress,Electronic,140.0,7.3,Mixed,3.6,3.5,Liked
The Inside,Punk,84.3,3.6,Mixed,1.9,3.1,Skipped
In the Craters on the Moon,Rock,149.2,3.5,Sad,4.4,3.4,Skipped
The Wedding Of The Lamb,Rock,107.7,3.6,Mixed,5.8,2.8,Skipped
No Rest for the Wicked,Rock,98.0,3.7,Mixed,4.4,3.8,Skipped
What Your Soul Sings,Electronic,146.0,6.6,Energetic,6.3,3.4,Liked
Digital Man,Rock,146.6,6.4,Energetic,4.6,3.5,Liked
A1,Electronic,176.1,7.1,Mixed,2.9,3.1,Liked
Love Is As Good As Soma,RnB,120.0,6.7,Mixed,5.1,3.7,Liked
Faith Is Blind,RnB,145.8,3.6,Mixed,7.9,3.9,Skipped
Lovin' Each Day,Pop,,4.1,Happiness,9.2,4.0,Skipped
"If I'm James Dean, You're Audrey Hepburn",Rock,158.0,3.7,Energetic,3.8,4.0,Skipped
My Society,Electronic,115.6,3.7,Mixed,1.4,3.6,Skipped
Ship,Rock,131.0,3.6,Happiness,3.1,3.9,Skipped
Sargasso Sea,Electronic,100.1,3.5,Mixed,1.4,2.9,Skipped
"So Long, Lonesome",Rock,105.0,3.7,Energetic,3.6,3.2,Skipped
Solamente Por Pensar,Reggae,108.0,7.1,Happiness,9.9,4.3,Skipped
Red Sea,Rock,148.5,6.4,Sad,6.7,3.9,Liked
Risky Nap Under Blue Tree,Electronic,100.0,4.1,Energetic,1.9,1.9,Liked
North Atlantic vs. North Carolina,RnB,111.9,7.7,Mixed,4.9,4.0,Skipped
Face In The Sand,RnB,95.8,6.5,Sad,3.6,4.0,Liked
Citizen Erased,Rock,84.5,7.5,Happiness,6.7,3.7,Liked
Born Again Anarchist,RnB,114.2,6.5,Sad,4.4,4.1,Skipped
19-2000,Rock,89.9,3.5,Energetic,1.7,3.7,Skipped
Never Know,Jazz,102.0,3.5,Happiness,3.9,3.7,Skipped
You Can Make It If You Try,RnB,101.4,3.6,Mixed,6.8,3.3,Skipped
Bring Me The Disco King,Rock,73.0,6.8,Mixed,4.2,3.2,Liked
Ndima Ndapedza,Rock,118.7,6.5,Mixed,6.8,3.2,Liked
I Need a Life,Punk,104.8,3.5,Happiness,7.2,4.0,Skipped
Mother Man,RnB,150.1,5.0,Mixed,3.7,3.7,Liked
Stoa,Pop,100.0,5.9,Mixed,5.6,3.4,Liked
The Shape of Things to Come,Electronic,116.0,6.1,Mixed,4.3,3.5,Liked
Equally Destructive,RnB,165.0,3.6,Happiness,3.9,4.1,Skipped
Idiom,Electronic,180.0,3.6,Happiness,0.3,3.8,Skipped
Poppy,Rock,115.0,6.1,Sad,5.4,3.6,Liked
No Games,Reggae,148.1,3.6,Energetic,3.4,3.9,Skipped
Push It Along,Rap,94.6,7.7,Mixed,5.5,3.2,Liked
At Last I Am Born,Rock,108.0,3.6,Happiness,6.3,4.1,Skipped
Sweet Girl,Rock,148.3,3.6,Energetic,9.5,3.9,Skipped
Warm And Sunny Days,Rock,75.2,5.8,Happiness,4.7,3.7,Liked
Scarlet Begonias,Rock,194.7,3.5,Sad,2.0,3.5,Skipped
Duel In The Deep,Rock,184.7,6.3,Mixed,9.9,4.0,Liked
Echocity,Electronic,122.0,6.1,Happiness,4.4,3.1,Liked
Laughing Stock,Rock,104.0,6.0,Happiness,5.2,3.5,Liked
20 Minutes / 40 Years,RnB,120.8,6.3,Energetic,7.9,3.9,Liked
Architects,Rock,182.5,3.7,Mixed,9.8,4.3,Skipped
Winona,Rock,123.6,3.5,Sad,9.4,3.6,Skipped
Same Old Blues,Blues,122.0,3.5,Energetic,7.0,4.2,Skipped
My Own Hell,RnB,170.0,3.6,Sad,9.0,4.1,Skipped
Rock Bottom,Rap,92.1,3.6,Energetic,6.4,4.2,Skipped
"Hello, Brooklyn",Rock,148.0,3.5,Mixed,4.7,4.2,Skipped
Air,Rap,120.4,3.6,Happiness,4.9,3.2,Skipped
For Yasgur's Farm,Rock,121.1,4.2,Energetic,6.1,3.7,Liked
Girl Gone Wild,RnB,132.0,4.0,Energetic,5.8,3.9,Skipped
Belle de Jour,Jazz,156.0,3.7,Mixed,8.5,3.8,Skipped
Out Of Time,Rock,125.7,3.7,Mixed,1.3,3.5,Skipped
Cold Stare,RnB,109.2,5.5,Happiness,7.6,3.7,Liked
Ghost Bitch,Rock,169.8,5.9,Mixed,3.6,4.2,Liked
Korg Rhythm Afro,Electronic,146.8,6.8,Mixed,1.8,3.7,Liked
My Best Friend's Girl,Rock,121.9,3.7,Mixed,5.9,3.7,Skipped
Wish I Stayed,Pop,102.0,3.7,Mixed,0.4,4.0,Skipped
Tonebank Computer,Electronic,176.0,7.1,Mixed,4.9,3.9,Liked
Man On The Machine,Rock,138.8,7.1,Energetic,5.1,3.2,Liked
It Doesn't Matter,Electronic,129.0,6.5,Energetic,4.1,4.1,Liked
We Run Things,Jazz,97.9,3.5,Mixed,6.9,3.7,Skipped
Enter Vril-Ya,RnB,119.5,5.8,Mixed,4.3,4.1,Liked
Dancing In The Dark,Jazz,109.2,5.8,Energetic,3.4,2.8,Liked
Pale Blue Sky,Rock,159.3,3.5,Mixed,6.4,3.4,Skipped
Scar On The Sky,Rock,139.9,3.7,Happiness,6.3,4.0,Skipped
Sanctum,Electronic,174.0,3.7,Mixed,6.8,3.8,Skipped
Be Forewarned,RnB,112.1,7.3,Energetic,6.8,3.6,Liked
7 Days to the Wolves,RnB,152.0,7.1,Mixed,9.1,3.9,Liked
Deuces Are Wild,Rock,75.0,3.5,Happiness,1.8,3.8,Skipped
Tequila Fish,Electronic,95.0,6.1,Energetic,4.8,3.6,Liked
Infotain Me,Electronic,103.0,6.2,Energetic,6.8,3.4,Liked
Musica Universalis,Pop,100.1,6.4,Mixed,1.5,2.4,Liked
666,Rock,100.0,3.6,Energetic,3.2,4.3,Skipped
Fast Soul Music,Electronic,174.0,6.4,Mixed,3.6,3.8,Liked
Hit the Plane Down,Rock,97.6,3.6,Mixed,8.4,3.5,Skipped
Sinking Feeling,Rock,130.0,3.6,Energetic,4.1,3.2,Skipped
"Dein Herz, Meine Gier",Electronic,129.9,6.7,Happiness,9.2,3.7,Liked
Plotinus,Electronic,106.4,6.1,Happiness,7.0,3.2,Liked
We Are the Future,Electronic,134.4,4.4,Mixed,9.9,4.3,Skipped
Tarot Woman,Rock,138.0,5.8,Energetic,7.6,3.1,Liked
Junoka,Electronic,128.0,6.5,Energetic,3.3,3.1,Liked
Aged Dolls,Rock,128.6,7.3,Happiness,4.5,3.5,Liked
Miniature Disasters,Pop,92.5,7.9,Happiness,5.3,3.8,Skipped
Potential Breakup Song,Pop,158.0,3.7,Energetic,8.9,4.1,Skipped
MOS 6581,Electronic,179.9,6.7,Mixed,5.8,3.4,Liked
Mailbox Arson,Rock,90.5,3.5,Happiness,4.4,4.1,Skipped
Königin,Electronic,108.0,6.4,Mixed,3.3,2.7,Liked
Black Orchid,Jazz,114.2,5.3,Happiness,1.2,2.9,Skipped
Ol'e Nessie,RnB,146.0,4.7,Energetic,4.4,4.1,Liked
Heathen Temple,RnB,82.8,3.5,Mixed,4.0,4.1,Skipped
Kultanainen,Rock,95.0,6.3,Happiness,3.8,3.9,Liked
Poison Dart,Electronic,144.1,7.9,Energetic,1.1,4.2,Liked
Age Of Innocence,RnB,136.1,6.2,Sad,1.6,4.0,Liked
Verrat,Rock,180.0,6.1,Energetic,3.8,4.2,Liked
The Work of Art in the Age of Cultural Overproduction,Electronic,112.1,7.6,Mixed,5.2,3.3,Liked
Let's Kiss and Make Up,Rock,107.8,6.2,Mixed,0.5,2.8,Liked
Detroit City,Country,102.3,3.5,Sad,4.0,2.9,Skipped
Harvester Of Hearts,Rock,80.1,3.6,Happiness,3.6,3.6,Skipped
Takin' Care Of Business,Rock,129.6,5.8,Energetic,9.8,4.0,Liked
If You Want A Mother,Country,183.1,3.5,Mixed,6.6,3.5,Skipped
Get Innocuous!,Electronic,118.0,7.2,Happiness,9.6,3.8,Liked
Einstein,Pop,140.0,3.6,Happiness,6.8,4.0,Skipped
Cupido,Rock,112.6,5.8,Happiness,6.4,3.9,Liked
Sysiphos,Rock,125.0,5.0,Happiness,1.2,3.7,Liked
Is She Really Going Out With Him?,Rock,116.1,3.6,Mixed,2.5,3.0,Skipped
Suck and Let Go,Electronic,132.0,6.5,Mixed,6.3,4.0,Liked
Come Tomorrow,Rock,104.0,3.6,Happiness,8.0,4.0,Skipped
The Donkey-headed Adversary of Humanity Opens the Discussion,Rock,116.7,6.0,Mixed,3.8,3.8,Liked
Low Five,Electronic,131.0,6.6,Mixed,4.0,3.5,Liked
Yamore,Rock,80.2,7.0,Happiness,4.9,3.6,Liked
End Over End,Rock,128.1,5.9,Energetic,4.9,4.1,Liked
Walkin' Blues,Blues,85.2,3.6,Happiness,1.3,2.3,Skipped
This Is How We Roll,RnB,132.1,5.7,Energetic,4.6,4.2,Skipped
Can't You See,Country,164.9,5.1,Energetic,5.0,3.2,Liked
All the Love,Rock,97.1,3.7,Happiness,4.6,3.3,Skipped
Pretender,Rock,130.0,3.6,Mixed,4.8,4.2,Skipped
Meduzz,Electronic,145.0,6.7,Happiness,8.5,3.9,Liked
Lovebug,Pop,79.1,3.7,Sad,5.0,3.9,Skipped
Anthrax,Rock,96.2,3.5,Energetic,8.8,3.2,Skipped
Weighty Ghost,Rock,84.9,4.6,Mixed,7.2,4.0,Skipped
The Splendour,Electronic,123.0,5.1,Energetic,4.4,2.7,Liked
Code 1026,Electronic,127.0,5.8,Mixed,6.6,3.6,Liked
The Banks Of This River Is Night,RnB,61.2,6.6,Mixed,1.3,2.7,Liked
Weak,Punk,189.7,3.5,Sad,7.9,4.0,Skipped
Roadkill Morning,RnB,120.0,3.6,Happiness,3.2,4.3,Skipped
8 Mile,Rap,90.0,6.0,Mixed,4.3,4.1,Liked
Crown Of Thorns,Rock,139.1,6.4,,4.1,3.0,Liked
Silicon Mistress,Electronic,176.0,6.0,Energetic,2.9,3.9,Liked
Eternal Kingdom,RnB,171.7,6.7,Sad,2.3,3.8,Liked
Piece of Time,RnB,92.2,6.1,Happiness,0.3,3.6,Liked
Je bois,Jazz,68.4,3.5,Energetic,0.8,2.3,Skipped
Ku Klux Klan,Reggae,128.9,3.7,Mixed,5.1,3.2,Skipped
Dehumanized,RnB,94.1,3.5,Mixed,9.9,4.3,Skipped
Territories,RnB,126.3,4.4,Energetic,8.3,3.8,Liked
Where Dragons Dwell,RnB,89.0,6.9,Happiness,9.4,4.2,Liked
One Way To Go,Rock,174.1,7.3,Happiness,3.3,3.0,Liked
Theme From Wide Angle,Electronic,136.0,6.5,Energetic,9.6,3.8,Liked
Red High Heels,Country,115.7,3.7,Mixed,2.8,4.2,Skipped
Raw Sugar,Rock,,3.6,Energetic,5.6,3.8,Skipped
